,Unnamed: 0,customer_id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign,amount,paid_flg,customer_rank,arrears_at,arrears_count,bill_updage_count
4757,4757,996627005,1,1,21,1,3,1,12,0,D,21,1,L,6356,0,80,99,0,0
2094,2094,323824699,1,1,35,14,2,99,#,0,T,17,1,L,19600,0,60,99,0,0
6368,6368,969969620,1,2,34,13,4,1,11,0,T,28,1,L,3000,0,100,99,0,0
1092,1092,607461278,1,1,31,12,4,1,#,0,K,23,1,L,3600,0,120,99,0,0
224,224,989244208,1,2,47,20,4,1,11,0,T,46,1,L,2000,0,80,99,0,1
3384,3384,955600258,1,1,34,13,2,1,11,0,H,27,1,a,324,1,100,10,3,0
780,780,951277895,1,2,23,38,2,1,#,0,S,40,1,L,140,0,10,5,2,1
2817,2817,243189962,1,2,23,28,2,1,#,0,K,55,1,L,100,0,10,3,2,0
6808,6808,952062427,1,1,25,30,2,1,#,0,K,20,1,L,2050,0,60,99,0,0
6320,6320,946608557,1,2,27,14,2,17,#,0,T,20,1,L,1220,0,60,99,0,1
2248,2248,255682439,1,2,78,13,4,8,11,500,T,78,1,L,240,0,5,99,0,0
5407,5407,993013218,1,2,46,13,4,1,16,500,T,45,1,L,540,0,100,99,0,0
9,9,970000441,1,2,33,**,4,1,11,0,R,29,1,L,816,0,140,99,0,0
7463,7463,500266988,1,2,81,23,2,2,#,0,C,60,1,0,199,0,50,99,0,0
4285,4285,247489406,1,2,50,**,2,1,#,500,D,49,1,L,240,0,50,99,0,0
3304,3304,942825964,1,1,27,13,2,1,11,0,T,18,1,a,2000,0,60,99,0,0
2042,2042,259309733,1,1,17,46,2,8,12,0,Q,17,1,a,4115,0,20,99,0,0
3974,3974,250027837,1,1,34,**,2,1,#,0,T,33,1,L,438,0,50,99,0,0
546,546,982472601,1,2,19,44,2,1,#,0,Q,47,1,a,378,1,20,99,0,0
5864,5864,942891373,1,2,48,**,4,1,12,0,Q,41,1,L,1690,0,100,99,0,1
4312,4312,990506104,1,1,34,27,4,1,12,0,K,33,1,L,1000,0,80,99,0,1
2610,2610,258186490,1,1,58,27,2,1,12,0,K,58,1,a,1,0,30,99,0,0
4975,4975,956125140,1,2,51,13,3,1,#,0,T,46,1,L,324,1,3,10,3,0
6107,6107,104392134,1,1,25,1,4,1,#,0,D,50,1,L,324,0,100,99,0,0
4327,4327,605617154,1,1,65,**,2,1,#,0,K,15,1,L,6180,0,50,99,0,0
7007,7007,615676618,1,1,32,27,2,1,#,0,K,22,1,L,3000,0,70,99,0,1
1627,1627,249532834,1,2,22,**,2,1,12,0,C,21,1,a,1050,1,3,99,0,0
6530,6530,961549200,1,2,47,13,2,12,11,0,T,43,1,L,540,1,10,6,7,0
7334,7334,947730846,1,2,27,14,2,1,#,0,T,21,1,L,7024,0,100,99,0,0
1711,1711,247776817,1,1,67,40,2,1,11,0,Q,67,1,L,324,0,50,99,0,0
3166,3166,257388678,1,1,59,**,2,1,11,500,K,59,1,L,1,0,30,99,0,0
6753,6753,325577513,1,2,38,13,4,1,#,0,T,26,1,L,250,0,110,99,0,1
7189,7189,245123542,1,2,20,13,4,1,11,0,T,18,1,a,432,0,20,99,0,1
432,432,251326212,1,1,20,40,4,1,12,0,Q,56,1,L,700,0,20,99,0,1
4371,4371,979352065,1,2,21,47,2,17,#,0,Q,16,1,a,1487,0,3,10,3,0
5057,5057,403522928,1,1,44,37,4,1,#,0,S,31,1,a,1080,0,100,99,0,0
3299,3299,954954590,1,1,46,40,2,21,#,0,Q,39,1,L,15350,1,20,5,5,1
1668,1668,958883401,1,1,25,40,2,8,12,0,Q,20,1,L,3395,0,50,99,0,1
2915,2915,988581972,1,2,29,11,3,8,12,500,T,26,1,L,2580,0,30,10,1,1
644,644,252026926,1,2,17,40,2,28,11,0,Q,17,1,a,7130,0,10,3,1,0
7239,7239,944031237,1,2,28,47,2,1,#,0,T,22,1,L,130,0,70,99,0,0
2660,2660,961703663,1,2,22,23,4,1,#,0,C,46,1,L,100,0,100,99,0,0
10,10,241811000,1,1,17,**,2,1,#,0,T,48,1,L,7640,0,20,12,1,0
1219,1219,326146695,1,1,59,13,2,8,#,0,T,48,1,L,324,0,100,99,0,0
979,979,700075677,1,2,48,18,3,1,#,0,R,28,1,L,324,0,100,9,1,0
7261,7261,318129308,1,2,42,27,4,1,11,0,K,33,1,L,1852,0,130,99,0,0
300,300,247152488,1,1,34,3,4,1,11,0,H,33,1,L,75850,0,80,99,0,1
3243,3243,966821143,1,1,31,13,2,1,#,0,T,28,1,L,1,0,10,6,2,0
746,746,240799092,1,1,49,27,2,21,#,500,K,47,1,L,1560,0,3,3,5,0
5647,5647,703163814,1,1,45,17,4,1,#,0,R,28,1,L,518,0,100,99,0,0
6604,6604,951382440,1,1,56,**,2,1,#,0,Q,50,1,L,120,1,50,99,0,0
4917,4917,506621347,1,1,47,23,4,1,#,0,C,30,1,a,2149,0,90,99,0,1
2717,2717,104061452,1,1,34,1,2,1,12,0,D,24,1,L,1080,0,100,99,0,0
5283,5283,203380683,1,1,43,13,4,1,#,0,H,25,1,L,1404,0,100,99,0,0
5287,5287,944695475,1,2,32,14,2,1,#,0,T,25,1,L,119,0,100,9,1,0
5144,5144,250685422,1,2,50,46,1,1,12,500,Q,50,1,L,48,0,3,99,0,0
1300,1300,958458232,1,1,27,**,4,1,11,0,C,23,1,L,1007,0,60,99,0,2
4165,4165,800698076,1,1,41,34,2,99,#,0,N,23,1,L,5205,0,70,99,0,0
2478,2478,996359041,1,1,26,28,2,1,12,0,K,26,1,L,1080,0,50,99,0,1
2617,2617,969528784,1,2,24,**,3,1,11,0,K,20,1,L,324,0,70,99,0,0
3561,3561,340286942,1,1,31,13,4,1,11,0,T,21,1,L,324,0,100,99,0,0
822,822,303307964,1,2,53,13,4,1,#,0,T,35,1,L,960,0,150,99,0,0
6824,6824,981230797,1,1,67,11,2,8,11,500,Q,65,0,#,486,0,50,99,0,0
3351,3351,996797998,1,2,45,23,4,1,11,0,C,45,1,L,720,0,100,99,0,0
5502,5502,947440189,1,2,43,**,4,1,#,0,T,37,1,L,6807,0,100,99,0,1
1351,1351,992097270,1,2,17,**,2,1,#,0,C,46,1,a,324,0,100,99,0,0
6911,6911,324651712,1,1,51,13,2,1,#,0,T,34,1,L,960,0,60,99,0,1
4238,4238,959237051,1,2,22,14,4,17,#,0,N,17,1,L,6750,0,60,99,0,0
262,262,259202972,1,1,38,**,2,1,12,0,T,38,1,a,1,0,30,99,0,0
6216,6216,325240245,1,2,43,27,4,10,#,0,T,29,1,L,302,0,100,99,0,0
6392,6392,995278052,1,1,32,47,2,1,12,500,Q,32,1,L,1188,0,50,11,1,1
4166,4166,403203749,1,2,33,38,4,1,#,0,S,19,1,L,2216,0,130,99,0,1
4408,4408,241808520,1,2,40,14,4,1,12,500,T,39,1,L,450,0,90,99,0,0
5376,5376,948626829,1,2,17,11,4,1,11,0,T,37,1,L,1110,0,20,99,0,0
1272,1272,971965363,1,2,19,27,4,1,#,0,K,40,1,a,1296,0,100,99,0,0
380,380,251131610,1,2,22,23,2,1,12,0,C,20,1,L,480,1,1,3,4,1
469,469,965645375,1,1,29,15,4,1,11,0,T,22,1,L,950,0,100,99,0,0
6694,6694,804949230,1,2,22,34,2,17,#,0,N,12,1,L,2329,0,80,99,0,1
5119,5119,200802971,1,1,37,5,2,1,#,0,H,18,1,L,240,0,60,99,0,0
3685,3685,323545424,1,1,54,13,4,99,#,0,T,36,1,a,18000,0,110,99,0,0
1687,1687,984878420,1,2,60,11,2,1,#,0,T,56,1,a,47,0,50,99,0,0
6064,6064,957956423,1,2,19,**,2,1,#,0,T,55,1,L,2660,0,70,99,0,1
1508,1508,995370139,1,1,59,17,4,1,#,500,R,56,1,L,410,0,90,99,0,1
1502,1502,956982979,1,2,60,**,4,1,11,0,K,55,1,L,1728,0,50,99,0,0
2565,2565,253349443,1,1,14,**,4,1,#,500,K,51,1,L,300,0,20,99,0,0
2672,2672,604026979,1,2,37,**,2,1,#,0,K,18,1,a,324,0,100,99,0,0
6776,6776,998032217,1,2,17,1,2,8,12,0,D,17,1,L,518,0,20,99,0,1
1246,1246,945551955,1,1,27,34,2,1,#,0,S,21,1,L,3600,0,10,3,8,1
1854,1854,253810134,1,2,14,33,4,99,#,0,N,43,1,L,1,0,5,99,0,0
7127,7127,241279733,1,1,67,7,4,1,11,0,H,67,1,L,226,0,50,99,0,0
2191,2191,981862942,1,2,24,27,2,1,#,0,K,21,1,L,1300,0,30,9,1,1
949,949,993602031,1,2,41,34,3,1,#,500,N,40,1,L,1188,0,100,99,0,0
270,270,985744205,1,2,24,13,4,99,12,0,T,20,1,a,480,0,100,99,0,0
6106,6106,949106482,2,#,0,20,4,1,12,0,T,999,1,L,324,0,100,99,0,0
4685,4685,901780463,1,2,48,46,2,1,#,0,Q,31,1,L,400,1,10,6,7,1
4474,4474,906056896,1,1,55,40,3,1,#,0,Q,45,1,L,1000,1,10,3,7,0
3976,3976,975563601,1,2,48,13,2,1,#,0,T,46,1,L,-2520,1,10,6,7,0
6269,6269,988169007,1,1,20,**,3,1,12,0,N,18,1,L,8520,1,100,3,4,0
1680,1680,605116737,1,1,35,12,2,1,#,0,K,18,1,a,1080,0,100,99,0,0
4833,4833,989917185,1,2,16,42,4,1,#,0,Q,46,1,L,130,0,20,99,0,0
4091,4091,960391824,1,2,43,41,2,22,#,0,T,39,1,L,39960,0,40,99,0,0
6075,6075,245010388,1,2,22,46,2,1,12,0,Q,21,1,L,2779,0,50,99,0,1
1570,1570,250410589,1,2,62,**,4,1,#,500,T,64,1,L,1080,0,50,99,0,1
539,539,403151101,1,2,63,37,2,1,#,0,S,46,1,L,1080,0,50,99,0,1
2696,2696,255175648,1,1,48,13,2,28,#,500,T,48,0,9,1,0,5,99,0,0
2389,2389,978479034,1,2,43,40,2,1,12,0,Q,40,1,L,6455,0,50,99,0,1
1454,1454,954051676,1,2,23,6,2,22,#,0,H,18,1,L,3335,0,40,99,0,0
4184,4184,250607102,1,2,15,10,4,1,#,0,T,41,1,L,1,0,20,99,0,0
6820,6820,241944929,1,2,55,23,2,1,12,500,C,55,1,L,360,0,50,99,0,0
1993,1993,969856049,1,1,31,11,4,10,11,500,T,28,1,L,11760,0,100,99,0,0
2656,2656,985741213,1,2,17,**,2,8,12,0,T,16,1,L,240,0,10,99,0,0
6866,6866,244043224,1,2,42,8,4,12,12,0,T,42,1,L,648,0,20,10,1,0
6685,6685,980767820,1,2,24,47,2,1,16,500,Q,21,1,L,1080,1,100,10,3,0
5829,5829,957411231,1,2,37,**,4,1,11,0,K,32,1,L,3600,0,90,99,0,1
2840,2840,980895686,1,2,23,23,2,17,#,0,C,18,1,a,1799,0,100,10,2,0
2226,2226,300759348,1,1,49,1,2,1,#,0,T,27,1,L,324,0,100,99,0,0
6217,6217,252600454,1,2,60,**,4,1,11,500,K,60,1,L,240,0,50,99,0,0
6503,6503,979218569,1,1,39,40,2,99,#,0,Q,36,1,a,270,0,100,99,0,0
3948,3948,982005977,1,1,53,5,4,99,#,0,H,50,1,L,1590,0,80,99,0,1
2952,2952,991713277,1,1,12,47,4,1,16,500,Q,42,1,L,1080,0,20,99,0,1
1927,1927,988629202,1,2,30,34,4,6,12,500,N,29,1,L,540,0,50,99,0,0
3078,3078,947312768,1,1,24,13,2,1,12,0,T,58,1,L,130,1,0,3,5,0
6155,6155,990108468,1,2,19,22,2,1,#,0,C,40,1,a,648,0,100,99,0,0
1452,1452,969759201,1,2,22,26,2,17,#,0,K,19,1,L,324,1,100,10,3,0
2245,2245,240841427,1,1,27,10,2,1,11,0,T,24,1,L,34550,0,50,99,0,1
3896,3896,508179679,1,1,54,23,2,26,#,0,C,41,1,L,540,1,100,10,3,0
2687,2687,600746984,1,1,60,29,4,1,#,0,K,39,1,L,20000,0,50,99,0,0
1172,1172,505841346,1,2,32,23,2,1,#,0,C,16,1,L,864,0,100,99,0,0
6889,6889,985136397,1,2,46,**,2,1,#,0,C,61,1,L,3109,0,50,99,0,1
5196,5196,607281500,2,#,0,25,2,1,#,0,K,999,1,L,260,0,70,99,0,0
7006,7006,950907713,1,2,58,27,3,1,#,0,K,50,1,a,61080,0,90,99,0,1
3357,3357,941213922,1,2,43,28,4,1,11,0,K,33,1,a,6372,0,100,99,0,1
4125,4125,960812974,1,1,26,**,2,1,11,0,Q,20,1,a,240,0,10,3,6,0
445,445,974892767,1,1,45,20,4,1,11,0,T,40,1,a,324,0,100,11,1,0
1264,1264,995834541,1,2,25,27,4,1,11,0,K,22,1,a,2200,0,100,99,0,0
2440,2440,205163488,1,2,26,7,4,17,#,0,H,18,1,L,500,0,90,99,0,1
4950,4950,944488040,1,1,32,28,4,1,11,0,T,26,1,L,324,0,100,99,0,0
788,788,994855532,1,2,39,28,4,1,12,500,K,39,1,L,7340,0,90,99,0,0
4727,4727,304287721,1,1,29,13,4,99,#,0,T,14,1,L,200,0,100,99,0,0
5531,5531,252254040,1,2,20,14,4,1,#,500,T,51,#,9,180,0,100,8,1,0
4062,4062,956125674,1,1,27,13,2,1,#,0,T,22,1,L,324,0,100,99,0,0
5720,5720,946207275,1,2,47,**,4,1,12,0,N,41,0,L,130,0,100,99,0,0
2241,2241,254524951,1,1,50,**,2,26,#,500,T,50,1,L,1,0,30,99,0,0
5792,5792,984985340,1,2,62,**,2,1,11,0,Q,52,1,L,9600,0,20,7,1,0
5535,5535,987005429,1,2,33,**,4,1,#,0,T,29,1,L,6700,0,100,99,0,0
1313,1313,985981503,1,1,22,**,2,1,12,0,D,20,1,L,100,1,0,10,3,0
4183,4183,104318636,1,1,31,1,2,1,#,0,D,24,1,L,4880,0,70,99,0,0
6190,6190,248410990,1,2,67,**,2,1,#,0,C,67,1,L,49080,0,50,99,0,0
6562,6562,249522777,1,1,30,11,3,1,11,0,T,30,1,L,720,0,10,4,2,0
2730,2730,983422447,1,2,20,11,4,1,12,0,T,44,1,a,1007,0,20,99,0,1
696,696,309058595,1,2,60,13,4,20,11,0,T,51,1,L,1728,0,100,99,0,0
831,831,615750208,1,2,37,8,3,1,11,0,S,27,1,L,500,0,2,99,0,1
5463,5463,949147098,1,2,68,**,2,1,#,0,Q,63,1,L,2450,0,50,99,0,1
215,215,600797308,1,1,62,28,2,8,#,0,K,41,1,L,240,0,50,99,0,0
1383,1383,980218574,1,1,49,14,4,1,11,500,S,46,1,L,240,0,100,99,0,0
321,321,328560688,1,2,44,**,4,1,#,0,T,36,1,L,324,0,100,99,0,0
1890,1890,251284596,1,1,71,23,2,1,11,0,C,70,1,L,120,0,50,99,0,0
4243,4243,249985385,1,1,16,12,2,6,#,0,T,18,1,L,9780,0,20,12,1,1
2804,2804,965883434,1,2,29,**,2,1,11,0,T,24,1,L,240,1,3,10,3,0
2169,2169,317067589,1,2,66,13,4,1,#,0,T,51,1,a,240,0,50,99,0,0
849,849,960533297,1,1,28,28,4,1,#,0,K,24,1,L,8492,0,90,99,0,1
873,873,986387060,1,1,24,13,2,1,11,0,T,22,1,L,12480,0,50,99,0,0
3104,3104,975575194,1,1,36,13,4,1,11,0,T,31,1,a,999,0,100,99,0,0
857,857,944550954,1,1,43,8,2,1,#,0,T,36,1,L,540,0,100,99,0,0
1589,1589,968843790,1,2,30,**,4,1,#,0,K,27,1,L,324,1,100,99,0,0
5101,5101,994733617,1,1,28,40,2,1,#,0,Q,24,1,a,39290,0,40,99,0,0
3848,3848,957883752,1,2,38,11,3,1,11,0,T,31,1,L,1164,1,100,3,9,0
808,808,944702524,1,2,41,37,2,1,#,0,S,34,1,L,240,1,10,3,5,0
6790,6790,981960850,1,2,51,34,4,6,#,0,N,15,1,L,189,0,100,99,0,1
5418,5418,994258951,1,1,43,**,2,1,11,0,K,42,1,L,540,0,50,99,0,1
3127,3127,969263493,1,1,52,**,4,1,12,0,T,48,1,L,1007,0,90,99,0,0
4172,4172,977403159,1,2,24,8,2,1,12,0,T,22,1,L,500,0,100,99,0,0
3669,3669,800151075,1,2,76,31,4,1,#,0,N,53,1,a,720,0,50,99,0,0
5696,5696,971466528,1,1,54,27,2,1,12,500,K,51,1,L,2678,0,70,99,0,0
1333,1333,245065032,1,2,33,40,4,1,11,500,Q,33,1,L,360,0,80,99,0,0
5669,5669,942212578,1,2,29,13,2,8,#,0,T,20,1,a,25518,0,40,99,0,1
3111,3111,987981736,1,2,27,27,2,1,#,0,K,26,1,L,2700,0,50,99,0,0
6962,6962,979310563,2,#,0,10,2,1,11,0,T,999,1,L,972,0,100,3,9,0
3341,3341,968055835,1,1,37,26,4,1,12,0,K,31,1,a,42950,0,90,99,0,0
6163,6163,953557649,1,1,23,**,4,1,#,0,H,15,1,L,335,0,50,99,0,1
2686,2686,200863884,1,1,43,5,4,1,#,0,H,22,1,a,324,0,100,99,0,0
4764,4764,944680373,1,1,43,1,2,1,12,0,D,34,1,a,2070,1,3,4,9,1
2082,2082,604856135,1,2,36,26,4,1,#,0,K,19,1,L,240,0,80,99,0,0
339,339,949282494,1,2,60,3,2,1,12,0,H,18,1,L,240,0,100,99,0,0
1461,1461,961158176,1,1,22,14,2,17,11,0,T,16,1,L,23304,0,60,99,0,1
5752,5752,500685558,1,2,47,**,2,1,#,0,C,24,1,a,480,0,50,99,0,0
7043,7043,942130574,1,1,36,21,2,1,#,0,C,29,1,L,432,1,100,10,3,0
5686,5686,314005349,1,2,48,13,3,1,#,0,T,28,1,L,700,0,70,99,0,1
2103,2103,318408593,1,2,54,13,2,20,12,0,T,46,1,L,1080,0,60,99,0,0
3493,3493,245765866,1,2,37,**,2,1,12,0,K,40,1,L,328,0,20,8,4,1
3326,3326,965988348,1,2,23,41,4,1,11,0,Q,17,1,a,1266,0,40,9,1,1
5943,5943,253810148,1,2,30,14,2,1,11,0,T,30,1,L,12540,0,90,99,0,1
4809,4809,988740524,1,1,41,1,2,1,11,0,D,39,1,L,302,0,100,99,0,0
5275,5275,804200550,1,1,34,35,4,1,#,0,N,20,1,a,1620,0,110,99,0,1
3147,3147,993504366,1,2,40,27,4,1,#,500,K,39,1,L,2014,0,90,99,0,1
4979,4979,956886605,1,1,25,14,2,1,11,0,N,19,1,L,2149,0,40,7,1,1
5597,5597,241125745,1,2,43,27,4,1,#,0,K,44,1,L,240,0,80,99,0,0
5576,5576,961466578,1,1,25,16,4,17,12,0,T,20,1,L,1820,0,50,99,0,0
242,242,991940255,1,2,42,1,2,1,#,0,D,42,1,R,2760,0,80,99,0,0
919,919,242921900,1,2,35,14,4,1,#,500,T,32,1,L,1298,0,90,99,0,1
2400,2400,944965657,1,1,49,12,4,1,12,0,T,40,1,a,302,1,100,3,8,0
4515,4515,982571958,1,1,48,11,4,1,16,500,T,46,1,L,1442,0,3,99,0,1
6071,6071,985473119,1,2,21,26,4,1,11,0,K,54,1,L,1320,0,90,99,0,1
6396,6396,995993590,1,1,32,27,4,1,11,500,K,31,1,L,226,0,90,99,0,1
5127,5127,252009328,1,2,45,1,2,1,12,0,D,43,1,L,1,0,30,99,0,0
2772,2772,201317866,1,2,41,5,3,8,#,0,H,22,1,L,2130,0,60,99,0,1
2777,2777,300577911,1,1,53,14,4,1,#,0,T,32,1,L,648,0,100,99,0,0
6490,6490,249490626,1,1,20,21,4,1,#,500,C,49,1,L,3300,0,20,99,0,0
1182,1182,945302848,1,2,21,8,2,17,#,0,T,15,1,L,324,0,50,99,0,0
3185,3185,991294815,1,1,47,33,3,1,#,500,N,46,1,R,720,1,0,99,0,0
6650,6650,962706580,1,2,25,**,2,1,12,0,T,18,1,L,520,0,100,99,0,0
6826,6826,313111041,1,2,40,8,2,1,#,0,T,21,1,L,5364,0,70,99,0,1
2076,2076,252679712,1,2,65,27,2,28,12,0,K,65,1,L,1980,0,30,99,0,0
7458,7458,987019188,1,2,55,29,4,1,#,0,K,54,1,L,15400,0,80,99,0,0
4112,4112,943398465,1,2,37,41,2,1,11,0,Q,30,1,L,700,1,10,4,8,1
4946,4946,259340995,1,2,53,**,4,1,12,0,K,53,1,a,1,0,30,99,0,0
1205,1205,977408037,1,1,40,43,2,99,12,0,Q,38,1,L,3500,0,60,99,0,1
2035,2035,959406990,1,1,36,27,3,1,#,0,K,31,1,a,120,1,3,10,3,1
5575,5575,516304263,1,2,26,**,3,1,#,0,C,15,1,a,4769,0,100,99,0,0
1758,1758,966138714,1,2,24,**,4,1,11,0,T,51,1,a,120,0,100,99,0,0
3101,3101,953095161,1,2,23,28,2,1,11,0,K,18,1,L,640,0,80,99,0,0
1626,1626,945156990,1,2,67,**,2,1,#,0,C,60,1,L,130,0,50,6,1,1
6886,6886,994479812,1,2,61,12,4,1,11,500,T,60,1,L,540,0,50,99,0,1
861,861,257562167,1,2,69,28,4,28,11,500,K,69,1,L,1,0,30,99,0,0
4129,4129,959518419,1,2,30,23,4,1,11,0,C,26,1,L,226,0,110,99,0,1
6659,6659,976907980,1,2,71,**,4,1,11,500,T,66,1,L,540,0,100,99,0,0
6823,6823,972542929,1,2,25,13,4,1,12,0,T,47,1,a,648,0,100,99,0,0
4862,4862,948912020,1,1,29,**,2,1,#,0,C,23,1,L,2380,1,3,9,4,0
2453,2453,989862112,1,1,53,**,4,1,12,0,T,51,1,L,3200,0,80,99,0,1
1163,1163,317011064,1,2,58,**,4,1,#,0,T,43,1,a,1007,0,110,99,0,1
5464,5464,946290690,1,1,28,13,2,1,#,0,T,20,1,L,9280,0,70,99,0,1
4932,4932,981818876,1,2,38,26,2,8,12,0,K,13,1,L,324,1,0,3,10,0
255,255,971626599,1,2,48,**,4,1,11,0,C,43,1,a,324,0,100,99,0,0
475,475,960472639,1,1,32,**,4,1,11,0,T,25,1,a,540,0,100,99,0,0
5139,5139,246501993,1,2,48,40,2,1,16,500,Q,47,1,L,240,0,50,99,0,0
1598,1598,204513506,1,2,33,4,4,1,#,0,H,20,1,L,3503,0,90,99,0,2
1948,1948,247010165,1,2,33,40,4,1,#,0,Q,33,1,a,334,0,70,99,0,1
2623,2623,945705516,1,2,21,14,3,17,#,0,Q,15,1,L,324,0,60,99,0,0
2728,2728,962116545,1,2,19,44,4,1,#,0,T,40,1,L,324,0,80,99,0,0
4413,4413,906167166,1,2,41,**,2,1,11,0,Q,30,0,L,1836,1,0,3,9,0
7212,7212,988079436,1,1,45,23,2,1,#,0,C,43,1,L,6000,0,10,3,1,1
2944,2944,241171464,1,1,43,33,4,1,11,500,N,41,#,9,1000,0,100,99,0,0
5757,5757,303808978,1,1,35,11,2,99,#,0,T,18,1,L,702,0,80,99,0,1
3045,3045,952067267,1,1,31,22,4,1,11,0,T,25,1,L,432,0,100,99,0,0
6652,6652,967418319,1,1,19,**,2,1,#,0,T,13,1,a,490,1,0,99,0,0
5481,5481,985632988,1,1,67,28,2,12,12,500,K,65,1,L,960,0,50,99,0,0
3984,3984,978755784,1,2,36,8,2,1,16,500,T,33,1,L,120,1,0,10,3,0
3425,3425,942395005,1,2,37,20,4,1,#,0,T,30,1,L,324,0,100,99,0,0
3447,3447,994668927,1,2,47,33,4,1,12,0,N,46,1,L,1166,0,90,99,0,1
5947,5947,308815053,1,2,23,**,4,1,11,0,T,38,1,a,324,0,100,99,0,0
4668,4668,944829401,1,1,48,14,2,1,11,0,T,40,1,a,700,0,50,99,0,1
1656,1656,955016249,1,2,33,32,4,1,12,0,N,28,1,L,226,0,100,99,0,1
5280,5280,243192791,1,1,47,**,3,1,12,0,T,45,1,L,1080,0,50,99,0,1
3512,3512,946533619,1,1,28,22,3,8,12,0,T,22,1,L,540,0,100,99,0,0
3500,3500,607073032,1,1,48,28,2,1,#,0,K,37,1,a,1200,0,135,99,0,1
3134,3134,950786431,1,2,58,12,4,1,11,0,T,53,1,L,515,0,50,99,0,1
7258,7258,991124140,1,2,61,**,4,1,11,500,C,57,1,L,540,0,50,99,0,1
7391,7391,943609349,1,2,39,28,4,10,11,0,K,39,1,L,302,0,120,99,0,0
498,498,987865183,1,2,35,**,4,1,11,0,Q,34,1,L,780,0,90,99,0,1
305,305,804295900,1,1,53,34,4,98,12,0,N,40,1,a,648,0,100,99,0,0
2807,2807,605960049,1,2,24,30,2,1,#,0,K,40,1,L,370,0,60,99,0,0
7511,7511,327912129,1,1,20,11,4,6,#,0,T,12,1,L,1915,0,90,99,0,1
418,418,901604117,1,1,40,40,4,99,#,0,Q,21,1,a,460,0,100,99,0,1
3688,3688,965643190,1,2,28,**,2,1,12,0,Q,21,1,a,6110,0,60,99,0,1
3126,3126,968976289,1,2,49,13,4,1,11,0,T,43,1,a,240,0,100,99,0,0
2335,2335,957672949,1,2,36,11,90,1,12,0,T,30,1,L,324,0,100,99,0,0
2031,2031,988784963,1,1,22,**,3,1,12,0,K,21,1,L,540,0,100,99,0,0
576,576,974890573,1,2,23,23,2,17,12,0,T,18,1,a,1554,0,50,99,0,1
5518,5518,604287056,1,2,50,27,3,1,#,0,K,30,1,L,364,0,80,99,0,1
6741,6741,244600326,1,2,17,**,2,8,12,0,T,17,1,L,19706,0,20,99,0,2
1660,1660,953891201,1,1,19,23,2,1,#,0,C,14,1,L,1080,0,50,99,0,1
5085,5085,250938944,1,1,15,22,2,1,11,0,C,36,1,L,2640,0,5,99,0,1
251,251,969557948,1,1,27,13,2,1,12,0,T,23,1,L,108,0,3,5,2,0
7423,7423,241946221,1,2,24,**,4,1,#,500,C,24,1,L,100,0,90,99,0,0
1352,1352,325330293,1,1,36,12,2,1,#,0,T,24,1,L,540,0,100,99,0,0
5562,5562,803859387,1,2,45,14,4,99,#,0,N,26,1,L,864,0,100,99,0,0
4445,4445,964652068,1,2,27,**,3,1,11,0,Q,24,1,L,916,0,60,99,0,1
4608,4608,940330229,1,2,43,23,2,1,12,0,T,33,1,L,33,0,40,11,1,1
5047,5047,803119273,1,1,49,33,4,99,#,0,N,30,1,a,324,0,100,99,0,0
6483,6483,941233934,1,1,38,33,2,1,#,0,T,31,1,L,700,0,50,99,0,1
3590,3590,984586153,1,2,23,40,2,1,12,0,Q,18,1,L,5557,0,70,99,0,0
5932,5932,803272115,1,1,63,**,2,1,#,0,N,18,1,L,1583,0,50,99,0,0
1992,1992,972481744,1,2,45,38,2,1,12,0,S,39,1,a,302,0,100,99,0,0
7139,7139,503273975,1,1,39,23,4,1,#,0,C,19,1,L,240,0,110,99,0,0
5585,5585,251426070,1,1,27,13,4,1,11,0,T,27,1,L,77800,0,80,99,0,1
4600,4600,905951991,1,1,41,40,4,99,12,0,Q,30,1,L,240,0,110,99,0,0
64,64,306355671,1,1,26,11,2,1,#,0,T,15,1,L,1200,0,60,99,0,0
1355,1355,958977141,1,1,51,14,4,1,#,0,T,44,1,L,2116,0,90,99,0,1
5399,5399,243337572,1,1,65,**,1,1,12,500,Q,65,1,L,7980,0,50,99,0,1
4344,4344,994190815,1,1,55,37,3,1,#,0,S,54,1,L,324,0,100,3,1,0
3869,3869,959674620,1,2,34,40,4,1,12,0,T,29,1,L,1000,0,100,99,0,1
6725,6725,950945157,1,1,60,23,4,1,11,0,C,54,1,a,128,0,50,99,0,1
3033,3033,981054840,1,2,18,11,4,1,#,0,T,48,1,L,11655,0,20,99,0,0
4277,4277,327907401,1,1,30,11,4,1,#,0,T,23,1,L,2900,0,100,99,0,0
1021,1021,961289755,1,2,38,13,2,1,11,0,T,33,1,L,2350,0,0,10,3,0
1178,1178,501157483,1,1,11,23,4,1,#,0,C,20,1,L,1002,0,20,99,0,1
6310,6310,254500506,1,2,9,35,3,1,#,0,N,39,1,a,1,0,2,99,0,0
395,395,255837398,1,1,45,**,4,1,12,0,T,47,1,a,1007,0,80,99,0,1
4797,4797,403327814,1,1,47,37,2,1,#,0,S,32,1,L,500,0,100,99,0,0
1734,1734,253812218,1,1,29,14,2,1,12,500,T,29,1,L,648,0,100,99,0,0
